ID,Title,Type
16163,Proceedings of the Institution of Civil Engineers: Structures and Buildings,Journal
17327,Nuclear Medicine Review,Journal
17327,Nuclear Medicine Review,Journal
17522,Law and Critique,Journal
17600155202,Journal of Nano Research,Journal
17600155202,Journal of Nano Research,Journal
17700155303,International Journal of Biometrics,Journal
17700155303,International Journal of Biometrics,Journal
17700155303,International Journal of Biometrics,Journal
17700155303,International Journal of Biometrics,Journal
18135,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,Journal
18135,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,Journal
18135,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,Journal
18302,Journal of Swine Health and Production,Journal
18302,Journal of Swine Health and Production,Journal
18392,Analytical and Quantitative Cytology and Histology,Journal
18392,Analytical and Quantitative Cytology and Histology,Journal
18392,Analytical and Quantitative Cytology and Histology,Journal
19500157818,Cuadernos de Desarrollo Rural,Journal
19500157818,Cuadernos de Desarrollo Rural,Journal
19500157818,Cuadernos de Desarrollo Rural,Journal
19600162007,Acta Scientiarum - Animal Sciences,Journal
19600162007,Acta Scientiarum - Animal Sciences,Journal
19600162023,Writing Systems Research,Journal
19600162023,Writing Systems Research,Journal
19600166402,Coffee Science,Journal
19600166402,Coffee Science,Journal
19600166402,Coffee Science,Journal
19700169948,Fashion Practice,Journal
19700169948,Fashion Practice,Journal
19700169970,Journal of Intercultural Communication Research,Journal
19700169970,Journal of Intercultural Communication Research,Journal
19700172903,Journal of Grey System,Journal
19700172903,Journal of Grey System,Journal
19700172903,Journal of Grey System,Journal
19700172903,Journal of Grey System,Journal
19700174654,Hemijska Industrija,Journal
19700174654,Hemijska Industrija,Journal
19700174898,Lung India,Journal
19700175049,Internet Journal of Toxicology,Journal
19700175459,Imaging in Medicine,Journal
19700175459,Imaging in Medicine,Journal
19700180845,Pachyderm,Journal
19700188151,Check List,Journal
19700188151,Check List,Journal
19700201512,IPSJ Transactions on System LSI Design Methodology,Journal
19700201512,IPSJ Transactions on System LSI Design Methodology,Journal
19893,Canadian Modern Language Review,Journal
19893,Canadian Modern Language Review,Journal
19900192614,Eurasian Journal of Medicine,Journal
19900193543,Iranian Journal of Fisheries Sciences,Journal
20400195011,International Journal of Autonomous and Adaptive Communications Systems,Journal
20400195011,International Journal of Autonomous and Adaptive Communications Systems,Journal
21100199701,Journal of European Real Estate Research,Journal
21100199701,Journal of European Real Estate Research,Journal
21100199701,Journal of European Real Estate Research,Journal
21100199842,Korean Journal of Thoracic and Cardiovascular Surgery,Journal
21100199842,Korean Journal of Thoracic and Cardiovascular Surgery,Journal
21100199842,Korean Journal of Thoracic and Cardiovascular Surgery,Journal
21100200410,Mathematical Methods of Statistics,Journal
21100200410,Mathematical Methods of Statistics,Journal
21100201053,Clinical Ethics,Journal
21100201053,Clinical Ethics,Journal
21100201053,Clinical Ethics,Journal
21100201512,International Journal of Decision Support System Technology,Journal
21100201512,International Journal of Decision Support System Technology,Journal
21100201717,Veterinary World,Journal
21100208033,Arts and Health,Journal
21100208033,Arts and Health,Journal
21100228945,Indian Journal of Plant Physiology,Journal
21100228945,Indian Journal of Plant Physiology,Journal
21100236611,International Journal of Business and Globalisation,Journal
21100385808,Journal of Asia Business Studies,Journal
21100385808,Journal of Asia Business Studies,Journal
21100385808,Journal of Asia Business Studies,Journal
21100388650,Journal of the Canadian Chiropractic Association,Journal
21100394093,Extreme Physiology and Medicine,Journal
21100394093,Extreme Physiology and Medicine,Journal
21100394093,Extreme Physiology and Medicine,Journal
21100416483,"Families, Relationships and Societies",Journal
21100440525,New Negatives in Plant Science,Journal
21100440525,New Negatives in Plant Science,Journal
21100440525,New Negatives in Plant Science,Journal
21100455449,Porn Studies,Journal
21100455449,Porn Studies,Journal
21100455449,Porn Studies,Journal
21100782431,Society and Mental Health,Journal
21100782431,Society and Mental Health,Journal
21100786327,Economics of Energy and Environmental Policy,Journal
21100786327,Economics of Energy and Environmental Policy,Journal
21100786327,Economics of Energy and Environmental Policy,Journal
21100794697,Journal of Spanish Language Teaching,Journal
21100794697,Journal of Spanish Language Teaching,Journal
21100794697,Journal of Spanish Language Teaching,Journal
21630,International Surgery,Journal
22086,American Philosophical Quarterly,Journal
22679,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",Journal
22679,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",Journal
22679,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",Journal
22679,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",Journal
22679,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",Journal
23403,Journal of Homeland Security and Emergency Management,Journal
23403,Journal of Homeland Security and Emergency Management,Journal
23403,Journal of Homeland Security and Emergency Management,Journal
23806,Journal des Maladies Vasculaires,Journal
23953,"Rural History: Economy, Society, Culture",Journal
23953,"Rural History: Economy, Society, Culture",Journal
23953,"Rural History: Economy, Society, Culture",Journal
23953,"Rural History: Economy, Society, Culture",Journal
24110,"Indian Journal of Chemistry - Section A Inorganic, Physical, Theoretical and Analytical Chemistry",Journal
24110,"Indian Journal of Chemistry - Section A Inorganic, Physical, Theoretical and Analytical Chemistry",Journal
24144,Biometric Technology Today,Trade Journal
24144,Biometric Technology Today,Trade Journal
25237,Philosophy of the Social Sciences,Journal
25237,Philosophy of the Social Sciences,Journal
25344,HortTechnology,Journal
25581,Indian Journal of Dental Research,Journal
25581,Indian Journal of Dental Research,Journal
26168,Computers and Composition,Journal
26168,Computers and Composition,Journal
26168,Computers and Composition,Journal
26168,Computers and Composition,Journal
26170,Journal of Orthodontics,Journal
26483,Russian Journal of Bioorganic Chemistry,Journal
26483,Russian Journal of Bioorganic Chemistry,Journal
27057,Russian Journal of Physical Chemistry A,Journal
27571,Ferroelectrics,Journal
27571,Ferroelectrics,Journal
27943,Geomagnetism and Aeronomy,Journal
27943,Geomagnetism and Aeronomy,Journal
28193,Journal of Community Health Nursing,Journal
28193,Journal of Community Health Nursing,Journal
28420,Oceanology,Journal
29995,Fusion Science and Technology,Journal
29995,Fusion Science and Technology,Journal
29995,Fusion Science and Technology,Journal
29995,Fusion Science and Technology,Journal
29995,Fusion Science and Technology,Journal
33310,Outlook on Agriculture,Journal
33310,Outlook on Agriculture,Journal
33310,Outlook on Agriculture,Journal
4400151416,Muslim World Journal of Human Rights,Journal
4400151416,Muslim World Journal of Human Rights,Journal
4400151416,Muslim World Journal of Human Rights,Journal
4500151511,African Journal of Herpetology,Journal
4500151511,African Journal of Herpetology,Journal
4700151610,Journal of Plant Diseases and Protection,Journal
4700151610,Journal of Plant Diseases and Protection,Journal
4700151610,Journal of Plant Diseases and Protection,Journal
4700152439,Current Pediatric Reviews,Journal
4700152748,Journal of Electronic Resources in Medical Libraries,Journal
4700152748,Journal of Electronic Resources in Medical Libraries,Journal
4700152782,College and Undergraduate Libraries,Journal
4700152782,College and Undergraduate Libraries,Journal
5000158707,"Synthesis Lectures on Image, Video, and Multimedia Processing",Book Series
5000158707,"Synthesis Lectures on Image, Video, and Multimedia Processing",Book Series
5000158707,"Synthesis Lectures on Image, Video, and Multimedia Processing",Book Series
5000158707,"Synthesis Lectures on Image, Video, and Multimedia Processing",Book Series
53663,Journal of Near Eastern Studies,Journal
53663,Journal of Near Eastern Studies,Journal
53663,Journal of Near Eastern Studies,Journal
53663,Journal of Near Eastern Studies,Journal
5600157642,Public Policy and Administration,Journal
5600157642,Public Policy and Administration,Journal
5700165164,Paper360,Trade Journal
5700165164,Paper360,Trade Journal
5700165164,Paper360,Trade Journal
5700165206,Complex Analysis and Operator Theory,Journal
5700165206,Complex Analysis and Operator Theory,Journal
5700165206,Complex Analysis and Operator Theory,Journal
5700169285,Transactions of the Philological Society,Journal
5700169285,Transactions of the Philological Society,Journal
60815,EPJ Applied Physics,Journal
60815,EPJ Applied Physics,Journal
60815,EPJ Applied Physics,Journal
7200153170,PalArch's Journal of Vertebrate Palaeontology,Journal
7200153170,PalArch's Journal of Vertebrate Palaeontology,Journal
7200153170,PalArch's Journal of Vertebrate Palaeontology,Journal
7200153170,PalArch's Journal of Vertebrate Palaeontology,Journal
72646,Contributions to Indian Sociology,Journal
7700153231,New Zealand Plant Protection,Journal
7700153231,New Zealand Plant Protection,Journal
7700153231,New Zealand Plant Protection,Journal
100147346,Syntax,Journal
100147346,Syntax,Journal
12100155717,British Journal of Visual Impairment,Journal
12100156090,British Politics,Journal
12100156090,British Politics,Journal
12100156090,British Politics,Journal
12190,Reviews in Clinical Gerontology,Journal
12190,Reviews in Clinical Gerontology,Journal
13062,Progress in Palliative Care,Journal
13062,Progress in Palliative Care,Journal
13380,Health Services Management Research,Journal
13974,Hong Kong Medical Journal,Journal
144789,Infrared and Laser Engineering,Journal
144789,Infrared and Laser Engineering,Journal
144789,Infrared and Laser Engineering,Journal
144789,Infrared and Laser Engineering,Journal
145255,Matematicki Vesnik,Journal
14691,Environment and History,Journal
14691,Environment and History,Journal
14691,Environment and History,Journal
14691,Environment and History,Journal
15077,Indiana Law Journal,Journal
16813,Journal of Rehabilitation,Journal
16813,Journal of Rehabilitation,Journal
16813,Journal of Rehabilitation,Journal
16813,Journal of Rehabilitation,Journal
17018,New Perspectives on Turkey,Journal
17018,New Perspectives on Turkey,Journal
17018,New Perspectives on Turkey,Journal
17018,New Perspectives on Turkey,Journal
17332,International Journal of Finance and Economics,Journal
17332,International Journal of Finance and Economics,Journal
17332,International Journal of Finance and Economics,Journal
17400154817,Clinical Journal of Gastroenterology,Journal
17400154817,Clinical Journal of Gastroenterology,Journal
17423,Geneva Papers on Risk and Insurance: Issues and Practice,Journal
17423,Geneva Papers on Risk and Insurance: Issues and Practice,Journal
17423,Geneva Papers on Risk and Insurance: Issues and Practice,Journal
17423,Geneva Papers on Risk and Insurance: Issues and Practice,Journal
17587,Canadian Journal of Sociology,Journal
17700156749,Intangible Capital,Journal
17700156749,Intangible Capital,Journal
17700156749,Intangible Capital,Journal
17700156749,Intangible Capital,Journal
17700156749,Intangible Capital,Journal
17700156749,Intangible Capital,Journal
18109,Sociological Spectrum,Journal
18123,Occupational Therapy in Mental Health,Journal
18123,Occupational Therapy in Mental Health,Journal
18123,Occupational Therapy in Mental Health,Journal
18300156702,Wildlife Biology in Practice,Journal
18300156702,Wildlife Biology in Practice,Journal
18819,Pesquisa Veterinaria Brasileira,Journal
19200156959,Kafkas Universitesi Veteriner Fakultesi Dergisi,Journal
19200157112,Spixiana,Journal
19400157208,Nuytsia,Journal
19400157238,Texto e Contexto Enfermagem,Journal
19700175117,Egyptian Journal of Medical Human Genetics,Journal
19700175586,"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica",Journal
19700175586,"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica",Journal
19700177345,Asia-Pacific Journal of Financial Studies,Journal
19700181228,Physics Research International,Journal
19700186874,Catalysis in Industry,Journal
19700186883,International Journal of Reliability and Safety,Journal
19700188105,IES Journal Part A: Civil and Structural Engineering,Journal
19700188105,IES Journal Part A: Civil and Structural Engineering,Journal
19700188105,IES Journal Part A: Civil and Structural Engineering,Journal
19900191944,OCNOS,Journal
19900191944,OCNOS,Journal
19900191944,OCNOS,Journal
19900192528,British Journal of Community Justice,Journal
19900193530,International Journal of Stochastic Analysis,Journal
19900193530,International Journal of Stochastic Analysis,Journal
19900193530,International Journal of Stochastic Analysis,Journal
19900193530,International Journal of Stochastic Analysis,Journal
20600195631,Asian Herpetological Research,Journal
21100199541,Revista Brasileira de Medicina do Trabalho,Journal
21100199782,Kragujevac Journal of Mathematics,Journal
21100200802,Journal of Information and Communication Technology,Journal
21100200802,Journal of Information and Communication Technology,Journal
21100201972,Chemija,Journal
21100202505,International Journal of Power Electronics,Journal
21100206801,Statistics and its Interface,Journal
21100206801,Statistics and its Interface,Journal
21100206802,Oriental Pharmacy and Experimental Medicine,Journal
21100228016,Ecopsychology,Journal
21100228016,Ecopsychology,Journal
21100239825,Zoology and Ecology,Journal
21100239825,Zoology and Ecology,Journal
21100255546,Forestry Journal,Journal
21100277171,Communicable diseases intelligence quarterly report,Journal
21100285030,International Journal of Multicriteria Decision Making,Journal
21100285030,International Journal of Multicriteria Decision Making,Journal
21100388381,Aerospace medicine and human performance,Journal
21100438188,Uspehi Fiziki Metallov,Journal
21100438188,Uspehi Fiziki Metallov,Journal
21100438188,Uspehi Fiziki Metallov,Journal
21100438188,Uspehi Fiziki Metallov,Journal
21100438188,Uspehi Fiziki Metallov,Journal
21100438188,Uspehi Fiziki Metallov,Journal
21100447118,Mycosphere,Journal
21100447118,Mycosphere,Journal
21100461912,Journal of Oral Biology and Craniofacial Research,Journal
21100461912,Journal of Oral Biology and Craniofacial Research,Journal
21100465194,Digital Scholarship in the Humanities,Journal
21100465194,Digital Scholarship in the Humanities,Journal
21100465194,Digital Scholarship in the Humanities,Journal
21100465194,Digital Scholarship in the Humanities,Journal
21100468978,Joints,Journal
21100468978,Joints,Journal
21100468978,Joints,Journal
21591,Handchirurgie Mikrochirurgie Plastische Chirurgie,Journal
21591,Handchirurgie Mikrochirurgie Plastische Chirurgie,Journal
21609,International Journal of Aviation Psychology,Journal
21609,International Journal of Aviation Psychology,Journal
21609,International Journal of Aviation Psychology,Journal
21609,International Journal of Aviation Psychology,Journal
22252,Forestry Chronicle,Journal
22455,Urban History,Journal
22455,Urban History,Journal
22455,Urban History,Journal
22455,Urban History,Journal
23197,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",Journal
23197,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",Journal
23197,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",Journal
23197,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",Journal
23251,Herz,Journal
23432,Journal of the Chilean Chemical Society,Journal
23717,International Journal of Social Economics,Journal
23717,International Journal of Social Economics,Journal
25089,Journal of Family Planning and Reproductive Health Care,Journal
25089,Journal of Family Planning and Reproductive Health Care,Journal
25089,Journal of Family Planning and Reproductive Health Care,Journal
25145,Applications of Mathematics,Journal
25390,Turkish Journal of Gastroenterology,Journal
25417,British Journal of Diabetes and Vascular Disease,Journal
25417,British Journal of Diabetes and Vascular Disease,Journal
25417,British Journal of Diabetes and Vascular Disease,Journal
26435,Beton- und Stahlbetonbau,Journal
26468,Semigroup Forum,Journal
26527,Fundamenta Mathematicae,Journal
26797,History of Religions,Journal
26797,History of Religions,Journal
27205,Game Studies,Journal
27205,Game Studies,Journal
27205,Game Studies,Journal
27205,Game Studies,Journal
27205,Game Studies,Journal
27495,Annals of Saudi Medicine,Journal
27820,Acta Gastro-Enterologica Belgica,Journal
28140,International Journal of Palliative Nursing,Journal
28509,European Journal of the History of Economic Thought,Journal
28509,European Journal of the History of Economic Thought,Journal
28509,European Journal of the History of Economic Thought,Journal
29044,Canadian Metallurgical Quarterly,Journal
29044,Canadian Metallurgical Quarterly,Journal
29300,Clinica Terapeutica,Journal
29645,Urban Design International,Journal
29645,Urban Design International,Journal
32921,Arctic Anthropology,Journal
32921,Arctic Anthropology,Journal
4200151514,International Journal of Business Performance Management,Journal
4200151514,International Journal of Business Performance Management,Journal
4400151724,Journal of Mineralogical and Petrological Sciences,Journal
4400151724,Journal of Mineralogical and Petrological Sciences,Journal
4500151406,Clinical Teacher,Journal
4500151406,Clinical Teacher,Journal
4700152402,Journal of Family Social Work,Journal
4700152402,Journal of Family Social Work,Journal
4700152462,Physics of Particles and Nuclei Letters,Journal
4700152462,Physics of Particles and Nuclei Letters,Journal
4700152462,Physics of Particles and Nuclei Letters,Journal
4700152462,Physics of Particles and Nuclei Letters,Journal
4700152620,Journal of Indian Philosophy,Journal
4700152620,Journal of Indian Philosophy,Journal
5000156908,Revista Brasileira de Ciencia Avicola,Journal
5100155097,ACTA Paulista de Enfermagem,Journal
5100155097,ACTA Paulista de Enfermagem,Journal
51878,Medicina,Journal
5300152229,Electronic Journal of Structural Engineering,Journal
55750,Human Ecology Review,Journal
55750,Human Ecology Review,Journal
5700164067,Prague Economic Papers,Journal
5700164067,Prague Economic Papers,Journal
5700165092,"Global Change, Peace and Security",Journal
5700165092,"Global Change, Peace and Security",Journal
5800207752,Zeitschrift fur Sprachwissenschaft,Journal
5800207752,Zeitschrift fur Sprachwissenschaft,Journal
6400153166,Optoelectronics Letters,Journal
6400153166,Optoelectronics Letters,Journal
6400153166,Optoelectronics Letters,Journal
6400153166,Optoelectronics Letters,Journal
77291,Biomedica,Journal
77291,Biomedica,Journal
82226,Latin American Antiquity,Journal
82226,Latin American Antiquity,Journal
82226,Latin American Antiquity,Journal
85440,Flora Mediterranea,Journal
85975,European Journal of Horticultural Science,Journal
100906,Museum Management and Curatorship,Journal
100906,Museum Management and Curatorship,Journal
100906,Museum Management and Curatorship,Journal
11000153753,Physics and Chemistry of Glasses: European Journal of Glass Science and Technology Part B,Journal
11000153753,Physics and Chemistry of Glasses: European Journal of Glass Science and Technology Part B,Journal
11000153753,Physics and Chemistry of Glasses: European Journal of Glass Science and Technology Part B,Journal
11000153753,Physics and Chemistry of Glasses: European Journal of Glass Science and Technology Part B,Journal
11000153757,Israel Journal of Ecology and Evolution,Journal
11000153757,Israel Journal of Ecology and Evolution,Journal
12100157156,Current Protocols in Cytometry,Journal
12100157156,Current Protocols in Cytometry,Journal
12100157156,Current Protocols in Cytometry,Journal
12100157156,Current Protocols in Cytometry,Journal
12100157247,Australian Journal of Structural Engineering,Journal
12100157247,Australian Journal of Structural Engineering,Journal
12100157247,Australian Journal of Structural Engineering,Journal
12701,Nukleonika,Journal
12701,Nukleonika,Journal
12701,Nukleonika,Journal
12701,Nukleonika,Journal
12701,Nukleonika,Journal
12701,Nukleonika,Journal
14167,Journal of Healthcare Management,Journal
14167,Journal of Healthcare Management,Journal
14167,Journal of Healthcare Management,Journal
14167,Journal of Healthcare Management,Journal
14282,Behavioral Interventions,Journal
14282,Behavioral Interventions,Journal
14282,Behavioral Interventions,Journal
14282,Behavioral Interventions,Journal
144965,Employee Responsibilities and Rights Journal,Journal
144965,Employee Responsibilities and Rights Journal,Journal
14618,Zhendong yu Chongji/Journal of Vibration and Shock,Journal
14618,Zhendong yu Chongji/Journal of Vibration and Shock,Journal
14618,Zhendong yu Chongji/Journal of Vibration and Shock,Journal
14658,Indian Journal of Occupational and Environmental Medicine,Journal
14904,Clinical Neurosurgery,Journal
14904,Clinical Neurosurgery,Journal
15154,Minerva Pediatrica,Journal
15233,Australasian Journal of Disaster and Trauma Studies,Journal
16002,Journal of Postgraduate Medicine,Journal
17123,Journal of the American Veterinary Medical Association,Journal
17900156742,Complex Variables and Elliptic Equations,Journal
17900156742,Complex Variables and Elliptic Equations,Journal
17900156742,Complex Variables and Elliptic Equations,Journal
17900156742,Complex Variables and Elliptic Equations,Journal
17969,Neurology India,Journal
17969,Neurology India,Journal
18400156722,Research in Comparative and International Education,Journal
18553,Northwestern University Law Review,Journal
18700156718,Zeitschrift fur Erziehungswissenschaft,Journal
19200157111,Nuclear Technology and Radiation Protection,Journal
19200157111,Nuclear Technology and Radiation Protection,Journal
19238,Journal of Plant Pathology,Journal
19495,Veterinarski Arhiv,Journal
19500157216,Journal of Addictions and Offender Counseling,Journal
19500157216,Journal of Addictions and Offender Counseling,Journal
19500157216,Journal of Addictions and Offender Counseling,Journal
19700170476,Journal of Animal and Plant Sciences,Journal
19700170476,Journal of Animal and Plant Sciences,Journal
19700175212,Revista Espanola de Financiacion y Contabilidad,Journal
19700175212,Revista Espanola de Financiacion y Contabilidad,Journal
19700175212,Revista Espanola de Financiacion y Contabilidad,Journal
19700184900,Journal of Chemical Research,Journal
19700187304,Indian Journal of Anaesthesia,Journal
19700201170,Journal of China Tourism Research,Journal
19700201170,Journal of China Tourism Research,Journal
19700201170,Journal of China Tourism Research,Journal
19700201170,Journal of China Tourism Research,Journal
19700201172,Journal of Neurosciences in Rural Practice,Journal
19700201172,Journal of Neurosciences in Rural Practice,Journal
19736,Indian Journal of Pathology and Microbiology,Journal
19736,Indian Journal of Pathology and Microbiology,Journal
19736,Indian Journal of Pathology and Microbiology,Journal
19800188055,Journal of Financial Crime,Journal
19800188055,Journal of Financial Crime,Journal
19882,Advanced Materials and Processes,Trade Journal
19882,Advanced Materials and Processes,Trade Journal
19882,Advanced Materials and Processes,Trade Journal
19900191980,Korean Journal of Food Science and Technology,Journal
19900191980,Korean Journal of Food Science and Technology,Journal
19900191980,Korean Journal of Food Science and Technology,Journal
19900192029,Advances in Mathematical Physics,Journal
19900192029,Advances in Mathematical Physics,Journal
19900192736,Brazilian Journal of Probability and Statistics,Journal
20000195053,"International Journal of Circuits, Systems and Signal Processing",Journal
20000195053,"International Journal of Circuits, Systems and Signal Processing",Journal
20194,Journal of British Studies,Journal
20194,Journal of British Studies,Journal
20349,Science and Sports,Journal
20350,Journal of Theoretical Politics,Journal
20375,Russian Journal of Nematology,Journal
20375,Russian Journal of Nematology,Journal
20426,International Journal of Acoustics and Vibrations,Journal
20426,International Journal of Acoustics and Vibrations,Journal
20500195207,European Journal of Tourism Research,Journal
20500195207,European Journal of Tourism Research,Journal
21037,New Zealand Entomologist,Journal
21100200604,Workplace Health and Safety,Journal
21100200604,Workplace Health and Safety,Journal
21100203935,Revista Espanola de Medicina Nuclear e Imagen Molecular,Journal
21100211372,Life Span and Disability,Journal
21100211372,Life Span and Disability,Journal
21100211372,Life Span and Disability,Journal
21100217632,Iranian Journal of Science and Technology - Transactions of Mechanical Engineering,Journal
21100217632,Iranian Journal of Science and Technology - Transactions of Mechanical Engineering,Journal
21100217632,Iranian Journal of Science and Technology - Transactions of Mechanical Engineering,Journal
21100218072,Metodoloski Zvezki,Journal
21100218072,Metodoloski Zvezki,Journal
21100220379,International Journal of Technology Enhanced Learning,Journal
21100220379,International Journal of Technology Enhanced Learning,Journal
21100235628,"Hearing, Balance and Communication",Journal
21100235628,"Hearing, Balance and Communication",Journal
21100239409,Revista Ambiente e Agua,Journal
21100239409,Revista Ambiente e Agua,Journal
21100239409,Revista Ambiente e Agua,Journal
21100241210,Geotectonica et Metallogenia,Journal
21100241790,International Journal of Differential Equations,Journal
21100241790,International Journal of Differential Equations,Journal
21100253392,Asian Journal of International Law,Journal
21100327701,International Journal of GEOMATE,Journal
21100327701,International Journal of GEOMATE,Journal
21100327701,International Journal of GEOMATE,Journal
21100327701,International Journal of GEOMATE,Journal
21100329895,Behavioral Sciences of Terrorism and Political Aggression,Journal
21100329895,Behavioral Sciences of Terrorism and Political Aggression,Journal
21100329895,Behavioral Sciences of Terrorism and Political Aggression,Journal
21100365076,University of Pennsylvania Journal of International Law,Journal
21100365076,University of Pennsylvania Journal of International Law,Journal
21100396385,Journal of Evidence-Based Psychotherapies,Journal
21100396385,Journal of Evidence-Based Psychotherapies,Journal
21100428409,United European Gastroenterology Journal,Journal
21100428409,United European Gastroenterology Journal,Journal
21100431319,Journal of Crop Science and Biotechnology,Journal
21100431319,Journal of Crop Science and Biotechnology,Journal
21100431319,Journal of Crop Science and Biotechnology,Journal
21233,Management,Journal
21233,Management,Journal
21954,Sucht,Journal
21954,Sucht,Journal
21954,Sucht,Journal
22362,Infezioni in Medicina,Journal
22362,Infezioni in Medicina,Journal
22863,Political Quarterly,Journal
23199,Annales de l'Institut Fourier,Journal
23199,Annales de l'Institut Fourier,Journal
23509,Ethical Theory and Moral Practice,Journal
23509,Ethical Theory and Moral Practice,Journal
23620,Studies in Conservation,Journal
24077,Acta Zoologica Academiae Scientiarum Hungaricae,Journal
24257,Asian-Pacific Economic Literature,Journal
24257,Asian-Pacific Economic Literature,Journal
24257,Asian-Pacific Economic Literature,Journal
24373,Dermatology Online Journal,Journal
24373,Dermatology Online Journal,Journal
24564,Water Quality Research Journal of Canada,Journal
24676,Crystallography Reports,Journal
24676,Crystallography Reports,Journal
24676,Crystallography Reports,Journal
24701,Journal of Chemical Crystallography,Journal
24701,Journal of Chemical Crystallography,Journal
24932,Automatisierungstechnik,Journal
24932,Automatisierungstechnik,Journal
24932,Automatisierungstechnik,Journal
25520,Giornale Italiano di Endodonzia,Journal
25744,Order,Journal
25744,Order,Journal
25744,Order,Journal
26245,Asian and Pacific Migration Journal,Journal
26245,Asian and Pacific Migration Journal,Journal
26308,Quarterly Journal of Mathematics,Journal
26829,Studies on Russian Economic Development,Journal
26961,Geology Today,Trade Journal
26961,Geology Today,Trade Journal
26961,Geology Today,Trade Journal
26961,Geology Today,Trade Journal
28952,Journal of Economic Issues,Journal
28952,Journal of Economic Issues,Journal
29216,Children's Health Care,Journal
29216,Children's Health Care,Journal
29216,Children's Health Care,Journal
29585,Journal of the Astronautical Sciences,Journal
29585,Journal of the Astronautical Sciences,Journal
29718,Guangzi Xuebao/Acta Photonica Sinica,Journal
37958,Geographical Review,Journal
37958,Geographical Review,Journal
38661,Quarterly Journal of International Agriculture,Journal
38661,Quarterly Journal of International Agriculture,Journal
39363,Folia Medica,Journal
4000151816,National Academy Science Letters,Journal
4400151407,International Journal of Business Governance and Ethics,Journal
4400151407,International Journal of Business Governance and Ethics,Journal
4400151407,International Journal of Business Governance and Ethics,Journal
4700151607,Computer-Aided Design and Applications,Journal
4700151607,Computer-Aided Design and Applications,Journal
4700151607,Computer-Aided Design and Applications,Journal
4700152485,Pattern Recognition and Image Analysis,Journal
4700152485,Pattern Recognition and Image Analysis,Journal
4700152616,Chungara,Journal
4700152616,Chungara,Journal
5000153601,Journal of Teaching in Social Work,Journal
5000153601,Journal of Teaching in Social Work,Journal
51667,Journal of Mechanics,Journal
51667,Journal of Mechanics,Journal
51667,Journal of Mechanics,Journal
5600153227,Family and Community History,Journal
5600153227,Family and Community History,Journal
5600154213,Contemporary Security Policy,Journal
5600157621,Korean Journal for Food Science of Animal Resources,Journal
5600157621,Korean Journal for Food Science of Animal Resources,Journal
5700162170,Journal of Hispanic Higher Education,Journal
5700168391,Journal of Global Ethics,Journal
5700168391,Journal of Global Ethics,Journal
5800207368,Revista de Economia Aplicada,Journal
5800207391,The Journal of Adult Protection,Journal
5800207391,The Journal of Adult Protection,Journal
5800207676,Target,Journal
5800207676,Target,Journal
5800207676,Target,Journal
5800208165,Probus,Journal
5800208165,Probus,Journal
59007,Materials Physics and Mechanics,Journal
59007,Materials Physics and Mechanics,Journal
59007,Materials Physics and Mechanics,Journal
59007,Materials Physics and Mechanics,Journal
69053,Ciencia e Investigacion Agraria,Journal
7100153108,Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,Journal
7100153108,Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,Journal
7100153108,Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery,Journal
77152,Lecture Notes in Physics,Book Series
82230,Revista Ceres,Journal
82230,Revista Ceres,Journal
11700154720,International Journal of Number Theory,Journal
12515,Journal of Russian Laser Research,Journal
12515,Journal of Russian Laser Research,Journal
12695,International Review of Education,Journal
12700154743,Psykhe,Journal
12764,"International Journal of Technology, Policy and Management",Journal
12764,"International Journal of Technology, Policy and Management",Journal
13586,American Quarterly,Journal
13586,American Quarterly,Journal
13788,Powder Diffraction,Journal
13788,Powder Diffraction,Journal
13788,Powder Diffraction,Journal
13788,Powder Diffraction,Journal
13807,Cailiao Gongcheng/Journal of Materials Engineering,Journal
14357,Theoretical Foundations of Chemical Engineering,Journal
14357,Theoretical Foundations of Chemical Engineering,Journal
144657,Journal of Property Investment and Finance,Journal
144657,Journal of Property Investment and Finance,Journal
144657,Journal of Property Investment and Finance,Journal
14844,Survey Methodology,Journal
14844,Survey Methodology,Journal
15024,Africa Today,Journal
15024,Africa Today,Journal
15800154702,Journal of Korean Academy of Nursing,Journal
16358,Journal of Nippon Medical School,Journal
